city,state,latitude,longitude,population,source_name
DUNDEE,MI,41.95727,-83.65966,3994,Dundee
DUNN,NC,35.30627,-78.6089,9723,Dunn
DUNSEITH,ND,48.81306,-100.06097,797,Dunseith
DURAND,WI,44.62635,-91.96573,1847,Durand
DURANGO,CO,37.27528,-107.88007,18006,Durango
DURANT,OK,33.99399,-96.37082,17286,Durant
DURHAM,NC,35.99403,-78.89862,257636,Durham
DUSON,LA,30.23576,-92.1854,1775,Duson
DWIGHT,IL,41.09448,-88.42506,4063,Dwight
DYER,IN,41.4942,-87.52171,16051,Dyer
DYERSBURG,TN,36.03452,-89.38563,16781,Dyersburg
EADS,CO,38.48056,-102.78186,608,Eads
EAGLE,MI,42.80781,-84.7886,123,Eagle
EAGLE,NE,40.81667,-96.43029,1047,Eagle
EAGLE PASS,TX,28.70914,-100.49952,28765,Eagle Pass
EAGLEVILLE,MO,40.46917,-93.98717,305,Eagleville
EARLE,AR,35.27509,-90.46677,2282,Earle
EARLY,IA,42.46137,-95.15194,532,Early
EARLY,TX,31.7421,-98.94561,2833,Early
EAST BERLIN,PA,39.9376,-76.97859,1534,East Berlin
EAST BERNSTADT,KY,37.18953,-84.11771,716,East Bernstadt
EAST BRUNSWICK,NJ,40.42788,-74.41598,48495,East Brunswick
EAST DUBLIN,GA,32.54822,-82.87181,2392,East Dublin
EAST EARL,PA,40.1101,-76.03272,1144,East Earl
EAST FREEDOM,PA,40.35757,-78.42974,972,East Freedom
EAST GRANBY,CT,41.94121,-72.72732,0,East Granby
EAST RUTHERFORD,NJ,40.83399,-74.09709,9164,East Rutherford
EAST SAINT LOUIS,IL,38.6245,-90.15094,27006,East Saint Louis
EAST SYRACUSE,NY,43.06534,-76.07853,3010,East Syracuse
EAST TROY,WI,42.78529,-88.4051,4295,East Troy
EAST WINDSOR,CT,41.91232,-72.54509,4069,East Windsor
EASTABOGA,AL,33.60594,-86.02136,0,Eastaboga
EASTLAND,TX,32.40152,-98.81756,3825,Eastland
EATON,CO,40.53026,-104.71135,4928,Eaton
EATON,OH,39.74394,-84.63662,8217,Eaton
EATONTON,GA,33.3268,-83.3885,6520,Eatonton
EAU CLAIRE,WI,44.81135,-91.49849,67778,Eau Claire
EBENSBURG,PA,40.48507,-78.72474,3203,Ebensburg
ECRU,MS,34.35316,-89.02312,966,Ecru
EDDYVILLE,IA,41.1565,-92.63739,1012,Eddyville
EDEN,ID,42.60575,-114.21086,405,Eden
EDEN,TX,31.21628,-99.84563,2786,Eden
EDENTON,NC,36.05794,-76.60772,4849,Edenton
EDGAR,WI,44.92719,-89.96346,1462,Edgar
EDGERTON,KS,38.76473,-95.00802,1736,Edgerton
EDGERTON,WI,42.83528,-89.06761,5532,Edgerton
EDGEWOOD,MD,39.41872,-76.2944,25562,Edgewood
EDINBURG,TX,26.30174,-98.16334,84497,Edinburg
EDINBURGH,IN,39.35422,-85.96666,4546,Edinburgh
EDISON,NJ,40.51872,-74.4121,102548,Edison
EDMOND,OK,35.65283,-97.4781,90092,Edmond
EDON,OH,41.55644,-84.76885,818,Edon
EDWARDS,IL,40.74587,-89.74427,0,Edwards
EFFINGHAM,IL,39.12004,-88.54338,12604,Effingham
EGAN,LA,30.23687,-92.50597,631,Egan
EHRENBERG,AZ,33.60419,-114.52523,1470,Ehrenberg
EIGHTY FOUR,PA,40.18174,-80.13311,657,Eighty Four
EL CENTRO,CA,32.792,-115.56305,43956,El Centro
EL DORADO,AR,33.20763,-92.66627,18386,El Dorado
EL DORADO,KS,37.81724,-96.86225,12931,El Dorado
EL PASO,IL,40.7392,-89.01646,2798,El Paso
EL PASO,TX,31.75872,-106.48693,678815,El Paso
EL RENO,OK,35.53227,-97.95505,18516,El Reno
ELBERTON,GA,34.11159,-82.86863,4453,Elberton
ELDON,MO,38.34836,-92.58158,4632,Eldon
ELECTRA,TX,34.02926,-98.91896,2711,Electra
ELGIN,IL,42.03725,-88.28119,112111,Elgin
ELGIN,NE,41.98334,-98.08368,632,Elgin
ELGIN,SC,34.67293,-80.71896,2607,Elgin
ELGIN,TX,30.34965,-97.37027,9039,Elgin
ELIZABETH,NJ,40.66399,-74.2107,129007,Elizabeth
ELIZABETH CITY,NC,36.2946,-76.25105,17988,Elizabeth City
ELIZABETHPORT,NJ,40.6501,-74.18709,0,Elizabethport
ELIZABETHTOWN,KY,36.86561,-87.49117,32205,Hopkinsville
ELK CITY,OK,35.41199,-99.40426,12717,Elk City
ELK GROVE VILLAGE,IL,42.00392,-87.97035,33238,Elk Grove Village
ELK POINT,SD,42.68333,-96.68365,2075,Elk Point
ELK RIVER,MN,45.30385,-93.56718,23963,Elk River
ELKHART,IN,41.68199,-85.97667,52348,Elkhart
ELKHORN,WI,42.67279,-88.54454,9895,Elkhorn
ELKIN,NC,36.2443,-80.8484,4060,Elkin
ELKINS,WV,38.92594,-79.84673,7226,Elkins
ELKO,NV,40.83242,-115.76312,20279,Elko
ELKRIDGE,MD,39.21261,-76.71358,15593,Elkridge
ELKTON,MD,39.60678,-75.83327,15782,Elkton
ELLABELL,GA,32.12354,-81.48567,0,Ellabell
ELLENBORO,WV,39.26452,-81.05622,347,Ellenboro
ELLENDALE,MN,43.87274,-93.30132,691,Ellendale
ELLENSBURG,WA,46.99651,-120.54785,19001,Ellensburg
ELLENTON,FL,27.52171,-82.5276,4275,Ellenton
ELLENWOOD,GA,33.61011,-84.28798,0,Ellenwood
ELLIS,KS,38.93807,-99.56067,2064,Ellis
ELLISTON,VA,37.21652,-80.23254,902,Elliston
ELLISVILLE,MS,31.60405,-89.19561,4573,Ellisville
ELLSINORE,MO,36.93422,-90.74679,449,Ellsinore
ELLSWORTH,IA,42.31276,-93.57882,509,Ellsworth
ELLSWORTH,KS,38.73056,-98.22811,3057,Ellsworth
ELM CREEK,NE,40.71945,-99.37204,958,Elm Creek
ELMENDORF,TX,29.25607,-98.33279,1688,Elmendorf
ELMIRA,NY,42.0898,-76.80773,28213,Elmira
ELOY,AZ,32.7559,-111.55484,17059,Eloy
ELVERSON,PA,40.15676,-75.83271,1314,Elverson
ELWOOD,IL,41.40392,-88.11172,2258,Elwood
ELY,NV,39.24744,-114.88863,4134,Ely
ELYRIA,OH,41.36838,-82.10765,53775,Elyria
EMERSON,GA,34.12704,-84.75549,1535,Emerson
EMLENTON,PA,41.17728,-79.70783,600,Emlenton
EMMETSBURG,IA,43.11274,-94.68304,3811,Emmetsburg
EMMITSBURG,MD,39.70454,-77.32693,3021,Emmitsburg
EMPORIA,KS,38.4039,-96.18166,24649,Emporia
EMPORIA,VA,36.68598,-77.54248,5496,Emporia
ENCINAL,TX,28.04112,-99.35448,592,Encinal
ENDEAVOR,WI,43.71581,-89.46623,460,Endeavor
ENFIELD,NH,43.64063,-72.14398,1540,Enfield
ENID,OK,36.39559,-97.87839,51776,Enid
ENNIS,TX,32.32931,-96.62527,19007,Ennis
ENOREE,SC,34.65652,-81.9651,665,Enoree
ENTERPRISE,AL,31.31517,-85.85522,27978,Enterprise
EOLIA,MO,39.23588,-91.00819,512,Eolia
EPPING,NH,43.03342,-71.07423,1681,Epping
ERICK,OK,35.21533,-99.86649,1093,Erick
ERIE,CO,40.05026,-105.04998,21420,Erie
ERIE,PA,42.12922,-80.08506,99475,Erie
ERSKINE,MN,47.66746,-96.01004,487,Erskine
ESCANABA,MI,45.74525,-87.06458,12334,Escanaba
ESTHERVILLE,IA,43.40163,-94.83276,6011,Estherville
ETNA,OH,39.95729,-82.68183,1215,Etna
ETTERS,PA,40.15241,-76.8189,0,Etters
EUFAULA,OK,35.28722,-95.5825,2936,Eufaula
EUNICE,LA,30.49437,-92.41763,10310,Eunice
EUNICE,NM,32.43734,-103.15908,3136,Eunice
EUTAW,AL,32.84059,-87.88762,2766,Eutaw
EVANS,CO,40.37637,-104.69219,21383,Evans
EVANSDALE,IA,42.46915,-92.28102,4812,Evansdale
EVANSTON,WY,41.26828,-110.96324,12133,Evanston
EVANSVILLE,IN,37.97476,-87.55585,119943,Evansville
EVANSVILLE,WY,42.85997,-106.26836,2931,Evansville
EVERETT,PA,40.01147,-78.37335,1759,Everett
EVERGREEN,AL,31.4335,-86.95692,3774,Evergreen
EVERGREEN,NC,34.296,-78.21778,420,Evergreen
EYOTA,MN,43.9883,-92.2285,2032,Eyota
FABENS,TX,31.50234,-106.15859,8257,Fabens
FACKLER,AL,34.79258,-85.90998,0,Fackler
FAIR GROVE,MO,37.38393,-93.1513,1459,Fair Grove
FAIR HAVEN,VT,43.59479,-73.26567,2269,Fair Haven
FAIR PLAY,SC,34.51121,-82.98543,687,Fair Play
FAIRBORN,OH,39.82089,-84.01938,33452,Fairborn
FAIRBURN,GA,33.56706,-84.58104,13967,Fairburn
FAIRFAX,VA,38.84622,-77.30637,24013,Fairfax
FAIRFIELD,IL,42.21919,-88.06147,5255,Fairfield
FAIRFIELD,ME,44.5884,-69.59866,2638,Fairfield
FAIRFIELD,NJ,40.88371,-74.30598,7063,Fairfield
FAIRFIELD,TX,31.72461,-96.16525,2912,Fairfield
FAIRLESS HILLS,PA,40.17955,-74.85516,8466,Fairless Hills
FAIRMONT,MN,43.65218,-94.46108,10221,Fairmont
FAIRMONT,NE,40.63695,-97.58533,538,Fairmont
FAIRMONT,WV,39.48508,-80.14258,18733,Fairmont
FAIRVIEW,KS,39.84111,-95.72804,254,Fairview
FAIRVIEW,TN,35.98201,-87.1214,8331,Fairview
FALFURRIAS,TX,27.22699,-98.14417,4962,Falfurrias
FALKVILLE,AL,34.36843,-86.90862,1268,Falkville
FALL RIVER,MA,41.70149,-71.15505,94000,Fall River
FALLING WATERS,WV,39.55926,-77.89083,876,Falling Waters
FALLON,NV,39.47353,-118.77737,8458,Fallon
FALLS CITY,NE,40.06084,-95.60193,4198,Falls City
FALLS CREEK,PA,41.14506,-78.80447,1019,Falls Creek
FANCY GAP,VA,36.66596,-80.69229,237,Fancy Gap
FARGO,ND,46.87719,-96.7898,118523,Fargo
FARIBAULT,MN,44.29496,-93.26883,23650,Faribault
FARINA,IL,38.83421,-88.77228,512,Farina
FARMER CITY,IL,40.24337,-88.64257,2004,Farmer City
FARMERSVILLE,IL,39.44339,-89.65176,703,Farmersville
FARMERVILLE,LA,32.77347,-92.4057,3862,Farmerville
FARMINGTON,ME,44.67062,-70.15117,4288,Farmington
FARMINGTON,NM,36.72806,-108.21869,42871,Farmington
FARMVILLE,NC,35.59544,-77.58525,4758,Farmville
FAUCETT,MO,39.6,-94.79746,0,Faucett
FAYETTEVILLE,AR,36.06258,-94.15743,82830,Fayetteville
FAYETTEVILLE,NC,35.05266,-78.87836,201963,Fayetteville
FAYETTEVILLE,PA,39.9112,-77.54999,3128,Fayetteville
FAYETTEVILLE,TN,35.15203,-86.57055,7121,Fayetteville
FEDERAL WAY,WA,47.32232,-122.31262,95171,Federal Way
FELTON,DE,39.00845,-75.57798,1402,Felton
FENNIMORE,WI,42.9836,-90.6554,2488,Fennimore
FENTON,MI,42.79781,-83.70495,11442,Fenton
FENTON,MO,38.51311,-90.43595,4052,Fenton
FERGUS FALLS,MN,46.28302,-96.07756,13281,Fergus Falls
FERNDALE,WA,48.8465,-122.59101,13010,Ferndale
FERNLEY,NV,39.60797,-119.25183,19418,Fernley
FERRISBURGH,VT,44.20561,-73.24623,2764,Ferrisburgh
FESSENDEN,ND,47.64917,-99.62929,472,Fessenden
FILLMORE,UT,38.96885,-112.32355,2489,Fillmore
FINDLAY,OH,41.04422,-83.64993,41149,Findlay
FLAGSTAFF,AZ,35.19807,-111.65127,70320,Flagstaff
FLAT ROCK,NC,35.27123,-82.44151,3313,Flat Rock
FLATONIA,TX,29.68773,-97.1086,1401,Flatonia
FLEETWOOD,PA,40.45398,-75.81798,4085,Fleetwood
FLEMINGTON,NJ,40.51233,-74.85933,4641,Flemington
FLINT,MI,43.01253,-83.68746,98310,Flint
FLORA,IL,38.66894,-88.4856,4944,Flora
FLORA VISTA,NM,36.79445,-108.08035,2191,Flora Vista
FLORENCE,KS,38.24446,-96.92808,439,Florence
FLORENCE,KY,38.99895,-84.62661,32227,Florence
FLORENCE,MS,32.15348,-90.1312,4363,Florence
FLORENCE,SC,34.19543,-79.76256,38228,Florence
FLORESVILLE,TX,29.13358,-98.15612,7321,Floresville
FLOWOOD,MS,32.30959,-90.13898,8705,Flowood
FLOYD,IA,43.12775,-92.7363,328,Floyd
FOLEY,AL,30.40659,-87.6836,17218,Foley
FOLKSTON,GA,30.83095,-82.01131,5247,Folkston
FOND DU LAC,WI,43.775,-88.43883,42933,Fond du Lac
FOREST,MS,32.36459,-89.47423,5695,Forest
FOREST CITY,IA,43.26246,-93.63716,4018,Forest City
FOREST CITY,MO,39.9825,-95.19192,253,Forest City
FOREST LAKE,MN,45.27886,-92.98522,19618,Forest Lake
FOREST PARK,GA,33.62205,-84.36909,19383,Forest Park
FORISTELL,MO,38.81505,-90.95597,520,Foristell
FORREST CITY,AR,35.00815,-90.78983,14672,Forrest City
FORSYTH,GA,33.0343,-83.93824,4013,Forsyth
FORT ANN,NY,43.41424,-73.48761,476,Fort Ann
FORT ATKINSON,WI,42.92889,-88.83705,12426,Fort Atkinson
FORT BRIDGER,WY,41.31662,-110.38433,345,Fort Bridger
FORT COLLINS,CO,40.58526,-105.08442,170924,Fort Collins
FORT DODGE,IA,42.49747,-94.16802,24649,Fort Dodge
FORT EDWARD,NY,43.26702,-73.58456,3277,Fort Edward
FORT HALL,ID,43.03325,-112.43831,3201,Fort Hall
FORT LAUDERDALE,FL,26.12231,-80.14338,183146,Fort Lauderdale
FORT MADISON,IA,40.62976,-91.31515,10717,Fort Madison
FORT MILL,SC,35.00737,-80.94508,13662,Fort Mill
FORT MORGAN,CO,40.25026,-103.79995,11319,Fort Morgan
FORT MYERS,FL,26.62168,-81.84059,74013,Fort Myers
FORT PAYNE,AL,34.44425,-85.71969,14150,Fort Payne
FORT PIERCE,FL,27.44671,-80.32561,44484,Fort Pierce
FORT PIERRE,SD,44.35359,-100.37374,2117,Fort Pierre
FORT SCOTT,KS,37.83976,-94.7083,7838,Fort Scott
FORT SMITH,AR,35.38592,-94.39855,88194,Fort Smith
FORT STOCKTON,TX,30.89404,-102.87932,8649,Fort Stockton
FORT VALLEY,GA,32.55376,-83.88741,8597,Fort Valley
FORT WAYNE,IN,41.1306,-85.12886,260326,Fort Wayne
FORT WORTH,TX,32.72541,-97.32085,1008106,Fort Worth
FORTSON,GA,32.60708,-84.93715,0,Fortson
FOUNTAIN,CO,38.68222,-104.70081,27767,Fountain
FOUNTAIN INN,SC,34.68901,-82.19567,8317,Fountain Inn
FOWLER,IN,40.6167,-87.32085,2274,Fowler
FOWLERVILLE,MI,42.66059,-84.07301,2895,Fowlerville
FOX LAKE,WI,43.56554,-88.9065,1478,Fox Lake
FRAMINGHAM,MA,42.27926,-71.41617,68318,Framingham
FRANCIS CREEK,WI,44.19944,-87.72148,653,Francis Creek
FRANKFORT,IL,41.49587,-87.84866,18653,Frankfort
FRANKFORT,IN,40.27948,-86.51084,16060,Frankfort
FRANKFORT,KY,38.20091,-84.87328,28391,Frankfort
FRANKLIN,ID,42.01354,-111.80717,769,Franklin
FRANKLIN,KY,36.72226,-86.57722,8787,Franklin
FRANKLIN,LA,29.79604,-91.5015,7302,Franklin
FRANKLIN,OH,39.96118,-82.99879,913175,Columbus
FRANKLIN,TN,35.92506,-86.86889,72639,Franklin
FRANKLIN,TX,31.75872,-106.48693,678815,El Paso
FRANKLIN,VA,36.67765,-76.92246,8490,Franklin
FRANKLIN PARK,IL,41.93531,-87.86562,18312,Franklin Park
FRANKLINVILLE,NJ,40.82232,-74.15987,27572,Nutley
FRANKSVILLE,WI,42.76002,-87.91341,1846,Franksville
FREDERICK,MD,39.41427,-77.41054,69479,Frederick
FREDERICKSBURG,VA,38.30318,-77.46054,28118,Fredericksburg
FREDERICKTOWN,MO,37.55978,-90.29401,4076,Fredericktown
FREDONIA,KS,37.53394,-95.82665,2326,Fredonia
FREEMAN,SD,43.35249,-97.43729,1287,Freeman
FREER,TX,27.8828,-98.61779,2732,Freer
FREMONT,IN,41.73088,-84.93274,2153,Fremont
FREMONT,NE,41.43333,-96.49808,26474,Fremont
FREMONT,OH,41.35033,-83.12186,16297,Fremont
FREMONT,WI,44.2597,-88.86483,665,Fremont
FRIENDSHIP,WI,43.97053,-89.81679,670,Friendship
FRIERSON,LA,32.25183,-93.6899,143,Frierson
FRIONA,TX,34.64173,-102.7241,3894,Friona
FRITCH,TX,35.63977,-101.60323,2066,Fritch
FRONT ROYAL,VA,38.91817,-78.19444,15070,Front Royal
FRUITA,CO,39.15887,-108.72899,12795,Fruita
FRUITLAND,ID,44.00766,-116.91655,5087,Fruitland
FULTON,MO,38.84671,-91.94796,12939,Fulton
FULTONVILLE,NY,42.94785,-74.37041,788,Fultonville
GADSDEN,AL,34.01434,-86.00639,36084,Gadsden
GAFFNEY,SC,35.07179,-81.64982,12566,Gaffney
GAINESVILLE,FL,29.65163,-82.32483,145214,Gainesville
GAINESVILLE,GA,34.29788,-83.82407,38712,Gainesville
GAINESVILLE,TX,33.62594,-97.13335,16292,Gainesville
GAITHERSBURG,MD,39.14344,-77.20137,67456,Gaithersburg
GALATIA,IL,37.8406,-88.60922,917,Galatia
GALESBURG,IL,40.94782,-90.37124,31273,Galesburg
GALION,OH,40.73367,-82.7899,10127,Galion
GALLATIN,MO,39.91445,-93.96217,1744,Gallatin
GALLIANO,LA,29.44216,-90.29925,7676,Galliano
GALLIPOLIS,OH,38.8098,-82.20237,3469,Gallipolis
GALLUP,NM,35.52808,-108.74258,23240,Gallup
GANSEVOORT,NY,43.19618,-73.65178,0,Gansevoort
GAP,PA,39.98732,-76.02051,1931,Gap
GARDEN CITY,KS,37.97169,-100.87266,27005,Garden City
GARDNER,KS,38.81084,-94.92719,20868,Gardner
GARDNERVILLE,NV,38.9413,-119.74962,5656,Gardnerville
GARLAND,TX,32.91262,-96.63888,236897,Garland
GARNER,IA,43.10246,-93.60188,3107,Garner
GARNER,NC,35.71126,-78.61417,28053,Garner
GARNETT,KS,38.28058,-95.24192,3258,Garnett
GARY,IN,41.59337,-87.34643,77156,Gary
GARYVILLE,LA,30.05604,-90.61926,2811,Garyville
GAS CITY,IN,40.48726,-85.61303,5968,Gas City
GASSAWAY,WV,38.67315,-80.77482,902,Gassaway
GASSVILLE,AR,36.28312,-92.49405,2133,Gassville
GASTON,IN,40.31393,-85.50053,865,Gaston
GASTON,SC,33.8171,-81.10093,1658,Gaston
GASTONIA,NC,35.26208,-81.1873,74543,Gastonia
GATESVILLE,TX,31.43516,-97.74391,15724,Gatesville
GAYLORD,MI,45.02751,-84.67475,3660,Gaylord
GAYLORD,MN,44.55302,-94.22053,2245,Gaylord
GEARY,OK,35.63116,-98.31729,1305,Geary
GENESEO,IL,41.44809,-90.15428,6538,Geneseo
GENEVA,IN,40.59199,-84.95719,1320,Geneva
GENEVA,NE,40.52695,-97.59588,2131,Geneva
GENEVA,OH,39.66201,-82.43349,6447,Geneva
GENOA,NE,41.44862,-97.73061,958,Genoa
GENOA,OH,40.78284,-81.46651,2331,Genoa
GEORGE,WA,47.07902,-119.85588,501,George
GEORGE WEST,TX,28.3325,-98.11751,2631,George West
GEORGETOWN,IN,40.7406,-86.50473,4705,Georgetown
GEORGETOWN,KY,38.2098,-84.55883,32356,Georgetown
GEORGETOWN,SC,33.37683,-79.2945,9062,Georgetown
GEORGETOWN,TX,30.63269,-97.67723,63716,Georgetown
GETTYSBURG,PA,39.83093,-77.2311,7608,Gettysburg
GIBBON,NE,40.74835,-98.8448,1879,Gibbon
GIDDINGS,TX,30.18272,-96.93637,5064,Giddings
GILA BEND,AZ,32.94782,-112.71683,2025,Gila Bend
GILBERT,SC,33.92431,-81.39371,604,Gilbert
GILBERTS,IL,42.10336,-88.37286,7638,Gilberts
GILLETTE,WY,44.29109,-105.50222,32649,Gillette
GILMAN,IL,40.7667,-87.99226,1754,Gilman
GIRARD,OH,41.15395,-80.70147,9599,Girard
GLADE SPRING,VA,36.79122,-81.77123,1453,Glade Spring
GLADSTONE,VA,37.54681,-78.84946,0,Gladstone
GLASGOW,MO,39.22725,-92.84658,1103,Glasgow
GLEN BURNIE,MD,39.16261,-76.62469,67639,Glen Burnie
GLEN ROSE,TX,32.23459,-97.75531,2580,Glen Rose
GLENCOE,KY,38.71451,-84.82273,359,Glencoe
GLENCOE,MN,44.76913,-94.15164,5521,Glencoe
GLENDALE,AZ,33.53865,-112.18599,240126,Glendale
GLENDALE,KY,37.60173,-85.90552,0,Glendale
GLENDIVE,MT,47.10529,-104.71246,5490,Glendive
GLENMONT,NY,42.6048,-73.76957,0,Glenmont
GLOBE,AZ,33.39422,-110.7865,7396,Globe
GLYNDON,MN,46.87524,-96.57896,1380,Glyndon
GODLEY,TX,32.44903,-97.52669,1069,Godley
GOLDEN,CO,39.75554,-105.2211,20330,Golden
GOLDSBORO,NC,35.38488,-77.99277,35826,Goldsboro
GOLDTHWAITE,TX,31.44989,-98.57088,1860,Goldthwaite
GONZALES,LA,30.23853,-90.9201,10678,Gonzales
GONZALES,TX,29.50163,-97.45249,7544,Gonzales
GOODFIELD,IL,40.62976,-89.27481,945,Goodfield
GOODLAND,KS,39.35083,-101.71017,4457,Goodland
GOODLETTSVILLE,TN,36.32311,-86.71333,16994,Goodlettsville
GORDON,AL,31.14129,-85.0966,327,Gordon
GORDON,GA,32.88209,-83.33238,1956,Gordon
GORDON,NE,42.80472,-102.20322,1531,Gordon
GORDON,TX,32.54846,-98.36922,471,Gordon
GORDONSVILLE,TN,36.17256,-85.92971,1204,Gordonsville
GORDONSVILLE,VA,38.13736,-78.18778,1577,Gordonsville
GORHAM,NH,44.38784,-71.17313,1600,Gorham
GOSHEN,IN,41.58227,-85.83444,32983,Goshen
GOTHENBURG,NE,40.92945,-100.16068,3514,Gothenburg
GOULDSBORO,PA,41.24453,-75.45602,890,Gouldsboro
GRAFTON,OH,41.27255,-82.05459,6165,Grafton
GRAHAM,NC,36.06903,-79.40058,14647,Graham
GRAIN VALLEY,MO,39.01501,-94.19856,13379,Grain Valley
GRAMERCY,LA,30.04742,-90.68981,3457,Gramercy
GRANBURY,TX,32.44208,-97.7942,9386,Granbury
GRAND BAY,AL,30.47631,-88.34223,3672,Grand Bay
GRAND BLANC,MI,42.92753,-83.62995,7993,Grand Blanc
GRAND COTEAU,LA,30.41992,-92.04651,938,Grand Coteau
GRAND FORKS,ND,47.92526,-97.03285,57011,Grand Forks
GRAND HAVEN,MI,43.06307,-86.22839,11062,Grand Haven
GRAND ISLAND,NE,40.92501,-98.34201,51440,Grand Island
GRAND JUNCTION,CO,39.06387,-108.55065,60358,Grand Junction
GRAND LEDGE,MI,42.75337,-84.74638,7791,Grand Ledge
GRAND PRAIRIE,TX,32.74596,-96.99778,187809,Grand Prairie
GRAND RAPIDS,MI,42.96336,-85.66809,195097,Grand Rapids
GRAND RIDGE,FL,30.71291,-85.02328,872,Grand Ridge
GRANDVIEW,MO,38.88584,-94.53301,25256,Grandview
GRANGER,WA,46.34207,-120.18727,3695,Granger
GRANGEVILLE,ID,45.92655,-116.12237,3155,Grangeville
GRANITE CITY,IL,38.70144,-90.14872,29054,Granite City
GRANITEVILLE,SC,33.56375,-81.80789,2614,Graniteville
GRANT,OK,33.94316,-95.51357,289,Grant
GRANT PARK,IL,41.24114,-87.64615,1289,Grant Park
GRANTSBORO,NC,35.14044,-76.84244,662,Grantsboro
GRANTSVILLE,MD,39.69508,-79.15114,765,Grantsville
GRASSY BUTTE,ND,47.39251,-103.24797,0,Grassy Butte
GRAY,LA,29.69771,-90.78648,5584,Gray
GRAYLING,MI,44.6614,-84.71475,1844,Grayling
GRAYSON,KY,38.33258,-82.9485,4058,Grayson
GRAYVILLE,IL,38.25755,-87.99364,1626,Grayville
GREAT FALLS,MT,47.50024,-111.30081,59638,Great Falls
GREELEY,CO,40.42331,-104.70913,108795,Greeley
GREEN BAY,WI,44.51916,-88.01983,105207,Green Bay
GREEN RIVER,UT,38.99525,-110.1618,961,Green River
GREEN RIVER,WY,41.52858,-109.46625,12465,Green River
GREENBRIER,AR,35.23397,-92.38765,5296,Greenbrier
GREENCASTLE,PA,39.79037,-77.72777,4043,Greencastle
GREENE,IA,42.89581,-92.80242,1120,Greene
GREENEVILLE,TN,36.16316,-82.83099,15094,Greeneville
GREENFIELD,IN,39.61366,-86.10665,55586,Greenwood
GREENLAND,NH,43.0362,-70.83283,3417,Greenland
GREENSBORO,GA,33.57568,-83.18238,3403,Greensboro
GREENSBORO,NC,36.07264,-79.79198,285342,Greensboro
GREENSBURG,IN,39.33727,-85.48358,11819,Greensburg
GREENSBURG,LA,30.83074,-90.67176,685,Greensburg
GREENTOWN,PA,41.32176,-75.30546,0,Greentown
GREENUP,IL,39.24782,-88.16337,1495,Greenup
GREENUP,KY,38.57313,-82.83017,1157,Greenup
GREENVILLE,IL,38.89227,-89.41314,6666,Greenville
GREENVILLE,ME,45.45949,-69.59061,1257,Greenville
GREENVILLE,MS,33.40898,-91.05978,32156,Greenville
GREENVILLE,NC,35.61266,-77.36635,90597,Greenville
GREENVILLE,OH,40.10283,-84.63301,13006,Greenville
GREENVILLE,SC,34.85262,-82.39401,64579,Greenville
GREENWOOD,DE,38.80706,-75.59132,1066,Greenwood
GREENWOOD,IN,39.61366,-86.10665,55586,Greenwood
GREENWOOD,LA,32.44293,-93.97296,3191,Greenwood
GREENWOOD,MS,33.51623,-90.17953,15431,Greenwood
GREENWOOD,NE,40.96278,-96.44112,571,Greenwood
GREENWOOD,SC,34.1954,-82.16179,23260,Greenwood
GREER,SC,34.93873,-82.22706,28365,Greer
GRENADA,MS,33.769,-89.80842,12900,Grenada
GRETNA,NE,41.14083,-96.23974,5046,Gretna
GRIFFIN,GA,33.24678,-84.26409,23211,Griffin
GRINNELL,IA,41.74305,-92.72241,9141,Grinnell
GROSSE TETE,LA,30.41103,-91.43372,631,Grosse Tete
GROVE HILL,AL,31.70877,-87.77722,1494,Grove Hill
GROVEPORT,OH,39.8784,-82.88379,5737,Groveport
GROVERTOWN,IN,41.37504,-86.50473,0,Grovertown
GROVETOWN,GA,33.45042,-82.19818,13093,Grovetown
GULFPORT,MS,30.36742,-89.09282,71856,Gulfport
GUM SPRING,VA,37.7757,-77.89666,0,Gum Spring
GUNNISON,UT,39.15524,-111.81826,3238,Gunnison
GUNTOWN,MS,34.44316,-88.65978,2608,Guntown
GURDON,AR,33.92094,-93.15406,2144,Gurdon
GURNEE,IL,42.3703,-87.90202,31056,Gurnee
GUTHRIE,OK,35.87894,-97.42532,11270,Guthrie
GUTTENBERG,IA,42.78582,-91.09957,1861,Guttenberg
GUYMON,OK,36.6828,-101.48155,11921,Guymon
GUYTON,GA,32.3363,-81.3915,1856,Guyton
GWINN,MI,46.28106,-87.44097,1917,Gwinn
HAGERSTOWN,MD,39.64176,-77.71999,40432,Hagerstown
HAHIRA,GA,30.99131,-83.37266,2899,Hahira
HAINES CITY,FL,28.1145,-81.62009,22807,Haines City
HALSEY,OR,44.38401,-123.10981,942,Halsey
HALTOM CITY,TX,32.79957,-97.26918,44206,Haltom City
HAMBURG,PA,40.55565,-75.98188,4398,Hamburg
HAMEL,IL,38.88894,-89.84538,806,Hamel
HAMILTON,AL,34.14232,-87.98864,6772,Hamilton
HAMILTON,MO,39.74362,-93.99827,1711,Hamilton
HAMILTON,TX,31.70377,-98.12392,2937,Hamilton
HAMMOND,IN,41.58337,-87.50004,77614,Hammond
HAMMOND,LA,30.50463,-90.46293,20480,Hammond
HAMPSHIRE,IL,42.0978,-88.53036,6130,Hampshire
HAMPTON,GA,33.38706,-84.28298,7372,Hampton
HAMPTON,IA,42.74192,-93.20242,4290,Hampton
